Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	1.1_MSU977	12.1_MSU977	13.1_MSU977	14.1_MSU977	15.1_MSU977	17.1_MSU977	22.1_MSU977	23.1_MSU977	24.1_MSU977	26.1_MSU977	28.1_MSU977	31.1_MSU977	32.1_MSU977	33.1_MSU977	35.1_MSU977	37.1_MSU977	39.1_MSU977	4.1_MSU977	5.1_MSU977	9.1_MSU977	10.1_MSU977	11.1_MSU977	16.1_MSU977	18.1_MSU977	19.1_MSU977	2.1_MSU977	20.1_MSU977	21.1_MSU977	25.1_MSU977	29.1r_MSU997	3.1_MSU977	30.1_MSU977	34.1_MSU977	36.1_MSU977	38.1_MSU977	40.1_MSU977	41.1_MSU977	6.1_MSU977	7.1_MSU977	8.1_MSU977	1.2_MSU977	12.2_MSU977	13.2_MSU977	14.2_MSU977	15.2_MSU977	17.2_MSU977	22.2_MSU977	23.2_MSU977	24.2_MSU977	26.2_MSU977	28.2_MSU977	31.2_MSU977	32.2_MSU977	33.2_MSU977	35.2_MSU977	37.2_MSU977	39.2_MSU977	4.2_MSU977	5.2_MSU977	9.2_MSU977	10.2_MSU977	11.2_MSU977	16.2_MSU977	18.2_MSU977	19.2_MSU977	2.2_MSU977	20.2_MSU977	21.2_MSU977	25.2_MSU977	29.2_MSU977	3.2_MSU977	30.2_MSU977	34.2_MSU977	36.2_MSU977	38.2_MSU977	40.2_MSU977	41.2_MSU977	6.2_MSU977	7.2_MSU977	8.2_MSU977	1.5_MSU977	12.5_MSU977	13.5_MSU977	14.5_MSU977	15.5_MSU977	17.5_MSU977	22.5_MSU977	23.5_MSU977	24.5_MSU977	26.5_MSU977	28.5_MSU977	31.5_MSU977	32.5_MSU977	33.5_MSU977	35.5_MSU977	37.5_MSU977	39.5_MSU977	4.5_MSU977	5.5_MSU977	9.5_MSU977	10.5_MSU977	11.5_MSU977	16.5_MSU977	18.5_MSU977	19.5_MSU977	2.5_MSU977	20.5_MSU977	21.5_MSU977	25.5_MSU977	29.5_MSU977	3.5_MSU977	30.5_MSU977	34.5_MSU977	36.5_MSU977	38.5_MSU977	40.5_MSU977	41.5_MSU977	6.5_MSU977	7.5_MSU977	8.5_MSU977	1.7_MSU977	12.7_MSU977	13.7_MSU977	14.7_MSU977	15.7_MSU977	17.7_MSU977	22.7_MSU977	23.7_MSU977	24.7_MSU977	26.7_MSU977	28.7_MSU977	31.7_MSU977	32.7_MSU977	33.7_MSU977	35.7_MSU977	37.7_MSU977	39.7_MSU977	4.7_MSU977	5.7_MSU977	9.7_MSU977	10.7_MSU977	11.7_MSU977	16.7_MSU977	18.7_MSU977	19.7_MSU977	2.7_MSU977	20.7_MSU977	21.7_MSU977	25.7_MSU977	3.7_MSU977	30.7_MSU977	34.7_MSU977	36.7_MSU977	38.7_MSU977	40.7_MSU977	41.7_MSU977	6.7_MSU977	7.7_MSU977	8.7_MSU977	Taxonomy Id	Taxonomy Lineage
Salmonella phage SEN1	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Salmonella phage SEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647455	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Salmonella phage SEN1(1647455);
Salmonella virus SJ46	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Punavirus	Salmonella virus SJ46	0	0	0	0	0	42.26	0	0	0	0	0	0	0	0	0	0	3.18	0	0	0	0	0	0	0	0	0	20.85	0	0	0	0	0	0	0	0	0	0	11.74	88.75	0	0	0	6.51	0	4.88	0	51.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.59	0	0	0	5.04	0	0	0	0	0	0	0	0	7.52	2.89	0	4.72	0	0	0	0	0	0	0	0	0	0	6.01	11.42	0	0	0	13.64	0	0	0	0	0	253.46	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.08	0	0	0	0	0	0	47.68	0	0	0	0	14.77	0	0	0	0	0	11.51	0	94.69	0	0	0	0	6.26	0	0	0	0	0	30.01	0	2560732	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Punavirus(186789);s__Salmonella virus SJ46(2560732);
Salmonella virus SPN3US	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Seoulvirus	Salmonella virus SPN3US	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984796	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Seoulvirus(1980929);s__Salmonella virus SPN3US(1984796);
Salmonella phage g341c	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Lederbergvirus	Salmonella phage g341c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590739	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Lederbergvirus(186794);s__Salmonella phage g341c(590739);
Salmonella phage vB_SemP_Emek	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Lederbergvirus	Salmonella phage vB_SemP_Emek	0	0	0	0	0	0	0	10.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45	0	0	0	0	0	0	0	3.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.86	0	0	0	0	0	0	45.03	0	32.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168548	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Lederbergvirus(186794);s__Salmonella phage vB_SemP_Emek(1168548);
Salmonella virus HK620	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Lederbergvirus	Salmonella virus HK620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.07	0	0	0	0	0	0	0	9.23	0	0	5.35	0	0	3.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2555.17	0	0	0	0	0	0	6.86	0	0	0	0	0	0	64.67	0	0	0	0	17.91	7.9	0	0	0	0	0	0	0	0	0	0	0	0	155148	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Lederbergvirus(186794);s__Salmonella virus HK620(155148);
Salmonella virus PsP3	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Salmonella virus PsP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12407	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Salmonella virus PsP3(12407);
Shigella phage SfII	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Myoviridae_u_g	Shigella phage SfII	8.13	0	0	0	0	0	3.19	0	0	0	0	0	6.46	0	0	1.68	0	10.54	0	0	0	10.87	0	9.43	0	0	0	8.13	0	0	29.93	0	0	0	5.66	0	0	7.71	7.08	0	0	0	0	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37	0	0	16.71	70.42	20.27	0	0	2.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87	0	17.32	0	4.11	0	621.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75	0	0	5.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66284	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Myoviridae_u_g(10662);s__Shigella phage SfII(66284);
Shigella phage SfIV	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Myoviridae_u_g	Shigella phage SfIV	24.53	0	0	0	0	6.82	0	0	0	63.62	0	0	0	138.07	0	10.36	0	18.92	0	0	3.6	0	2.9	20.97	0	0	11.23	0	0	0	33.47	0	138.86	0	0	0	0	5.83	17.97	7.73	0	0	8.87	0	4.5	0	12	0	0	3.42	0	0	0	22.43	0	0	0	4.32	0	0	0	0	0	0	2.65	0	81.2	0	28.44	0	73.34	0	0	0	0	0	0	0	0	0	0	3.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.91	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	660.47	0	0	0	0	0	0	3.25	0	0	0	0	0	0	0	33.34	0	0	31.39	0	11.01	0	0	0	0	0	4.69	0	0	0	0	0	0	1407493	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Myoviridae_u_g(10662);s__Shigella phage SfIV(1407493);
Shigella virus SfMu	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Muvirus	Shigella virus SfMu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4	0	6.72	0	6.25	0	4.88	0	7.2	0	0	0	0	0	0	7.68	0	0	0	0	24.08	165.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66	0	0	0	0	0	1.64	222.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980943	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Muvirus(186777);s__Shigella virus SfMu(1980943);
